1.400000000000000000e+01 2.000000000000000000e+01 6.000000000000000000e+00 1.000000000000000000e+00 2.400000000000000000e+01 1.333333333333333259e+00 5.940885257860045732e-01 5.711121281464347849e+05 7.275227083557597362e+05 0.000000000000000000e+00 1.800000000000000000e+01 5.738443935926086269e+05 1.250276893767354777e+06 8.488888888888888573e+01 1.028822892051822890e+02 5.555555555555555247e-02 2.290614236454255881e-01
2.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 3.233578947368999943e+06 1.244263157892999938e+06 0.000000000000000000e+00 1.000000000000000000e+00 1.228070166666666694e+02 1.381404883938907915e+02 8.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.379000000000000000e+06 7.037258828476107446e+05 0.000000000000000000e+00 4.000000000000000000e+00 1.152631578900000022e+04 4.827925461304692362e+03 1.445000000000000000e+02 4.658594208556911553e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.736842105200000151e+04 0.000000000000000000e+00 1.990000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.300000000000000000e+01 1.230000000000000000e+02 2.000000000000000000e+00 9.100000000000000000e+01 1.550000000000000000e+02 6.739130434782608425e+00 9.230470249541351535e+00 7.777887901572727424e+04 2.147279082702120359e+05 0.000000000000000000e+00 2.300000000000000000e+01 1.870526315573333250e+03 9.958161099604361880e+03 2.762608695652173765e+02 1.135859059656014836e+02 2.173913043478260809e-01 1.019655599961615033e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.450000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 8.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.598902255639142822e+06 2.436449065304993652e+06 0.000000000000000000e+00 8.000000000000000000e+00 9.565789473999999245e+03 1.229588894884132606e+04 1.641250000000000000e+02 4.436337875996371594e+01 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+00 3.200000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+00 3.400000000000000000e+01 3.399999999999999911e+00 1.897366596101027758e+00 1.696076555024242552e+05 3.629392174034634372e+05 0.000000000000000000e+00 1.000000000000000000e+01 8.043062200666667195e+03 8.928467272835641779e+03 6.659999999999999432e+01 1.158535282155878008e+02 1.000000000000000056e-01 3.000000000000000444e-01
2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 6.821989473684400320e+07 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 4.736842100000000073e+02 5.263157999999999959e+01 3.735000000000000000e+02 8.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+01 1.200000000000000000e+01 5.000000000000000000e+00 7.000000000000000000e+00 1.400000000000000000e+01 1.399999999999999911e+00 6.992058987801008652e-01 5.313914979757077061e+06 1.505705705276954360e+07 0.000000000000000000e+00 1.000000000000000000e+01 6.706766917714286137e+03 1.641867529424859458e+04 3.303999999999999773e+02 1.560680620754932022e+02 0.000000000000000000e+00 0.000000000000000000e+00
