bidder_id,prediction
49bb5a3c944b8fc337981cc7a9ccae41u31d7,0.0141596258838
a921612b85a1494456e74c09393ccb65ylp4y,0.0217847793465
6b601e72a4d264dab9ace9d7b229b47479v6i,0.0228014675037
eaf0ed0afc9689779417274b4791726cn5udi,0.0202265714869
cdecd8d02ed8c6037e38042c7745f688mx5sf,0.0164716871299
d4aed439bdc854a56fc6cc3bdb986775w7hxw,0.0289695274232
ed591299b162a19ff77f0479495831b31hl1q,0.0154701557763
eebdee08b0f67283126ef60307f49680sb9va,0.0318052673351
6887f0abc4eb4c79eb0e23c48ceea186vjfih,0.0225060546273
37eb6e2979e66d4ce29a74ac1c8bc6a5lqs6t,0.0226285563341
3bdce1c10890630c287cc3f758ae0dc3ddpu8,0.578284360053
78fdbeba625c6ee7a1bce379b4263773auglk,0.0176754999628
65d451d17c6c3cc8bcfad0f4253f307arko5e,0.0168183853489
5ad0cf9fa41c6ee677e708cd704ba9609qjod,0.0237290951976
b017a5693a93f7e5fcab8e4be495951f5hlp3,0.0344073233436
29606fe1516646d7058c2830d03643705t8hg,0.0130030502372
1c93e9b89cbb10abc6180e3a0e5061fcwugql,0.0137563049895
de24bbcb87c906b5e385ec715df727dcgj8gs,0.0185863140574
7f6d1b6369786181188848e7903ba72ckc0xv,0.0630193800191
2fdc5ca6fd51089afe756ee00e4f7e23le4gq,0.0207811967855
3cda68167e63c7edcb7a618e466f5e82iv4xq,0.0136405262019
40848d51755dda8e1aa23ba52bfb1ab5ewrso,0.0225060546273
3e322551a9657e97b345bb965bbab4d8eawre,0.0175064006151
1a1d4e9eba20c58b73fd68c5ab9907081xw9l,0.0742168092951
5759ce7d1b3dbe6ddf4a1d128e767085yu5iv,0.0209511476704
a32715dae5fe9d7f9e29c70e6171a513nal30,0.0171768992559
2fd12c6c9a8c86edf1dc5d3bb6bd11dd9skfc,0.0409473639936
6c13e796dc0cb45b234234a7117d6fe9ta8qr,0.0202480995299
9f1e93f86a9d053856f754386fbeacf7bbn0h,0.0146491427803
a597c466ab9757c8b6b3f1da537303ccizhqj,0.0252300555576
8f903e6e380c42b5ad29d74dfbde74709ptfy,0.0142270617158
8ec77c402265170cdff483194d26a711b2jw9,0.0225060546273
154871353955cfe996aa3b15a99722e8z2dmo,0.0338132499381
5bdefc49dcf5eed981cb850c8e0808eaxzh4k,0.0208032988321
2e5316fad2ea56fc3196aaebd9b97faa59jdj,0.0171392785671
9edeb9dda13700f99a1a4c20ca580b74h769x,0.0133026349747
5e9fae8fb44a50c285436949f7f00460wjvsb,0.0921980987193
573cdcab827fca60cb3f93c134dee9c9pui8t,0.0120319698365
05357eefa29d2c28f59f9e346ec64cebylh3z,0.0167298499625
a9d1978a3989dd6947ed87c636c1ad65f9rwg,0.0260869483628
797fec2fdeea8bc90a1ef96768ef0f9962xhq,0.0167253959646
3240517cc1d3c5b8c25b9b25836f0b02ggjn0,0.0187764543806
11dde523eac413d1f8e7fabaa0801fb631rn4,0.0170789084376
554466d4e50644d899e4f8f3ccd64b87ayokk,0.0177636421636
8717fca1a2148057ebc97c3353b1f42319uek,0.0193212461464
fb1fab8fac01092deb15148b30e43b0d5u5l8,0.0225060546273
9c576162104947124e4eaad02b76cf724d1px,0.0386748429245
34b4cfde3929bc39e39d48a569195c40o2nze,0.0157385323452
4c669ef93cde71e8ac3b65d1625ffcccehk7v,0.164870046568
735b166c3f06ad08bc7c6d4801b7ded71vr78,0.0165675168601
53c04a831c962b838c88a79a6a7d9f689bz15,0.0225060546273
769a58c4d5c9fc32f907ad6606a5297fsxo5m,0.0143061096106
e8884216c21966964f31756adf243500y3rw4,0.0148677394551
42f51eb034757f181a3da2a2524e6e5fzmdon,0.0169835888612
eb68e50dc11e2d00568b0f25cd5ab14bbbkmu,0.0171953833582
b6398eb969085ae2082b6728d204f431jl75l,0.0177526920699
15c822736005923603536c3ca3761f6a9akrn,0.0227078301965
d47110cdd3eeb1ec25659f4285730e0a28ofd,0.106077460332
e57bc20c71927c409393e2e4028ba8a7ardwn,0.0133130429136
7c77cc3870ff3d40878b4baa37d55a54onjlu,0.016757700124
383db27c9ec52b2749d30acadce06d4apzz8h,0.055672890217
222a84e78164c6fbe3cc7e7fc25c16b2jqncf,0.0225060546273
25c6e2e49c4e933166937573040754e1r770w,0.168458718138
de9ccd9264042c8ec60bacf59114e0a72qhh8,0.0219421395365
92f2c8d4d96d95a60a0e7cc67f9e815bhqjpn,0.0254552293884
aed469b093bcecae707a31186a21a465hnxo6,0.0135711467805
a58bc6ccb606e883dbe4156ad3510deddcq52,0.0225060546273
950caf6bff7f16426cce6d7f0cd47b44pkivn,0.0735710420981
8063666ac987582535ef514ea67e34a29wllm,0.0225060546273
9f74a90abf83325f092c75fe10744b0ak5hsc,0.0129471614399
cd874b59ed4cfd1d284333524e9aaafch3n3x,0.0178497378575
9e375f06c8b726dc79694d1d466d74b9a36tv,0.104464434068
6df6ba59d12b939569dda48913fb574dn56qs,0.480444308415
f670fe91b3016f6ec866de0ce42cf7e7cuan6,0.220055245361
cc0f3101778d9cb0b776b504e153b03cgh97q,0.0214841427624
ae96be6b28d9cf2fe960d8e14a8ca73fjilb0,0.0127077617216
6d07f429389ddbaa71337705be893ca0zskdy,0.0165001625676
458172a6455a457b1784eebfc663241a25lwy,0.0202847696443
8ebe360d60cc0f38739178c166dae4c3ednji,0.0225060546273
e388a8cb5fed756640c4950e6bb295668t5p6,0.0128954887383
ed3a12d76a8cf5cbe51a51b04181f95f62hh7,0.0355671603821
8588c9d49ece3e39ad382ccb5226196dg16gy,0.0635376370382
1919932e0d49e693beacb6b55e9089cexudz0,0.0719957765861
a95941e85700fd55c80b2b91ff12dcccqqkh3,0.0225060546273
85eb16237f5467664d004d42c32576f25s1am,0.020926895422
